group_code,group_name,table_name,column_name,declared_type,primary_key,not_null,required_without_default,nullable,schema_default,foreign_key,unique_participant,check_or_cross_column_rule,status_policy,derivation_or_authoring_rule,common_failure
G04,workflow_control,audit_event,event_type,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: audit_event.event_type; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,audit_event,entity_type,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: audit_event.entity_type; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,audit_event,entity_id,INTEGER,no,yes,yes,no,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: audit_event.entity_id
G04,workflow_control,audit_event,actor_type,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: audit_event.actor_type; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,audit_event,actor_id,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G04,workflow_control,audit_event,workflow_run_id,INTEGER,no,no,no,yes,,etl_workflow_run.id ON DELETE SET NULL,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G04,workflow_control,audit_event,correlation_key,TEXT,no,no,no,yes,,,yes,no,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,duplicate protected value → UNIQUE constraint failed
G04,workflow_control,audit_event,reason_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G04,workflow_control,audit_event,event_summary,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: audit_event.event_summary; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,audit_event,event_metadata_json,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,audit_event,occurred_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: audit_event.occurred_at
G04,workflow_control,audit_event,recorded_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: audit_event.recorded_at
G04,workflow_control,etl_step_attempt,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G04,workflow_control,etl_step_attempt,step_run_id,INTEGER,no,yes,yes,no,,etl_step_run.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: etl_step_attempt.step_run_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G04,workflow_control,etl_step_attempt,attempt_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: etl_step_attempt.attempt_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_attempt,attempt_number,INTEGER,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: etl_step_attempt.attempt_number; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_attempt,attempt_kind,TEXT,no,yes,no,no,execute,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_attempt,worker_execution_id,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G04,workflow_control,etl_step_attempt,attempt_status,TEXT,no,yes,no,no,running,,no,yes,schema_default,An attempt row is created only when an execution attempt starts.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_attempt,error_class,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_attempt,error_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G04,workflow_control,etl_step_attempt,error_detail,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G04,workflow_control,etl_step_attempt,retry_scheduled_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G04,workflow_control,etl_step_attempt,started_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: etl_step_attempt.started_at
G04,workflow_control,etl_step_attempt,finished_at,TEXT,no,no,no,yes,,,no,yes,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_attempt,duration_ms,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_attempt,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: etl_step_attempt.created_at
G04,workflow_control,etl_step_run,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G04,workflow_control,etl_step_run,workflow_run_id,INTEGER,no,yes,yes,no,,etl_workflow_run.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: etl_step_run.workflow_run_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G04,workflow_control,etl_step_run,step_key,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: etl_step_run.step_key; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_run,step_name,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: etl_step_run.step_name; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_run,step_version,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: etl_step_run.step_version; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_run,idempotency_key,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: etl_step_run.idempotency_key; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_run,is_required,INTEGER,no,yes,no,no,1,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_run,step_status,TEXT,no,yes,no,no,pending,,no,yes,schema_default,A logical step is pending before its first attempt.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_run,attempt_count,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_run,max_attempts,INTEGER,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: etl_step_run.max_attempts; invalid value/combination → CHECK or trigger rejection
G04,workflow_control,etl_step_run,next_retry_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
